decisions,propagations,conflicts,user-propagations,final-checks,problem,length,steps,mutexes,propagator
2601,35256,103,59,1,grounder_dcrm_qurm_mprime-x-3,24,4,105,forall-decide
54593,3729847,9791,433,434,grounder_dcrm_qurm_grounded-truck-1,13,11,8684,forall-final
6666,1751185,3694,11,1,grounder_dcrm_qurm_strips-sat-x-1,17,9,483,exists-decide
3,5,0,0,1,grounder_dcrm_qurm_briefcase-o1,1,1,0,exists-stepshare
2,22,1,0,1,grounder_dcrm_qurm_tsp-2,2,2,5,forall
327519,34484142,60208,0,1,grounder_dcrm_qurm_truck-2,17,14,22548,forall
69574,9363950,40782,391,1,grounder_dcrm_qurm_power1,16,16,25126,forall-prop
171,4443,26,5,1,grounder_dcrm_qurm_pathways-01,9,5,10,forall-code
35,60,1,0,1,grounder_dcrm_qurm_strips-movie-x-2,32,2,0,forall-decide
118624,11442344,17527,2122,1,grounder_dcrm_qurm_truck-3,21,9,4831,exists-lazy
207,15196,66,0,1,grounder_dcrm_qurm_pathways-03,22,8,1394,forall
16,1201,12,0,1,grounder_dcrm_qurm_pegsolitaire-sequential-002,5,5,7608,exists
19723,832410,2317,1587,1,grounder_dcrm_qurm_pegsolitaire-sequential-011,9,9,15079,forall-prop
2988,73125,529,754,1,grounder_dcrm_qurm_network1new_all_8_3_instance,10,6,8034,forall-prop
2,733,9,1,2,grounder_dcrm_qurm_problem_x,8,8,3,forall-final
2845,117357,1030,250,1,grounder_dcrm_qurm_network1new_all_6_4_instance,12,6,506,forall-code
3124,30911,125,49,1,grounder_dcrm_qurm_prob1,26,5,154,exists-lazy
3840,581956,2088,42,1,grounder_dcrm_qurm_pfile02,7,7,425,exists-decide
8,8,0,0,1,grounder_dcrm_qurm_briefcase-o2,1,1,0,forall-final
453,7684,36,15,1,grounder_dcrm_qurm_pathways-02,25,7,32,exists-lazy
4625,251622,1013,263,1,grounder_dcrm_qurm_truck-1,13,7,542,exists-stepshare
629,11479,130,21,1,grounder_dcrm_qurm_ztravel-1-3,8,6,82,forall-code
12031,110484,249,98,99,grounder_dcrm_qurm_pathways-03,26,8,2176,exists-final
17490,947477,2239,0,1,grounder_dcrm_qurm_pegsolitaire-sequential-011,9,9,7608,exists
735,96519,419,0,1,grounder_dcrm_qurm_roverprob1234,11,9,2934,exists
91,1996,13,75,1,grounder_dcrm_qurm_pathways-01,7,5,457,forall-prop
2408,65984,426,213,1,grounder_dcrm_qurm_network1new_all_8_3_instance,9,6,220,exists-decide
379,18198,78,39,1,grounder_dcrm_qurm_pathways-03,20,8,78,forall-code
174898,25122685,40641,0,1,grounder_dcrm_qurm_grounded-truck-2,17,14,9222,forall
67,4805,21,3,4,grounder_dcrm_qurm_problem_x,9,9,11,forall-final
191842,37673222,137172,488,1,grounder_dcrm_qurm_power1,19,19,1339,forall-lazy
26220,1172283,1453,139663,1,grounder_dcrm_qurm_original,10,6,471826,forall-prop
2,32,2,0,1,grounder_dcrm_qurm_instance_2_1,1,1,0,forall-code
984,76483,341,13,14,grounder_dcrm_qurm_roverprob4213,9,7,35,exists-final
40,3143,15,6,1,grounder_dcrm_qurm_problem_x,9,9,6,exists-code
644,96174,383,985,1,grounder_dcrm_qurm_roverprob1234,11,9,7311,exists-prop
75295,1166811,1240,220,221,grounder_dcrm_qurm_prob1,42,10,8106,exists-final
2764,99802,694,369,1,grounder_dcrm_qurm_network1new_all_8_3_instance,12,6,762,forall-decide
170,10043,70,50,1,grounder_dcrm_qurm_grounded-strips-psr-s5-n1-l3-f30,15,8,359,forall-prop
2,33,1,0,1,grounder_dcrm_qurm_instance_2_2,2,1,0,exists-decide
67,13619,45,0,1,grounder_dcrm_qurm_problem_x,17,9,0,exists-decide
6599,558408,2810,0,1,grounder_dcrm_qurm_pfile03,7,7,2145,forall
46786,4562932,27878,625,1,grounder_dcrm_qurm_strips-gripper-x-3,24,8,809,exists-stepshare
2050827,195781916,972771,0,1,grounder_dcrm_qurm_grounded-strips-os-sequencedstrips-small-5,24,16,3183,exists
32,3247,27,0,1,grounder_dcrm_qurm_grounded-strips-psr-s7-n1-l3-f70,13,7,67,exists
28507,461408,2712,1262,1,grounder_dcrm_qurm_strips-log-x-1,41,9,2388,forall-lazy
7908,215005,1216,458,1,grounder_dcrm_qurm_prob1,21,7,909,forall-lazy
293,17749,131,0,1,grounder_dcrm_qurm_ztravel-1-2,12,7,492,exists
1476025,144709373,717273,2933,1,grounder_dcrm_qurm_grounded-strips-os-sequencedstrips-small-5,25,15,6650,exists-stepshare
4990,487523,2017,37,1,grounder_dcrm_qurm_pfile02,7,7,812,exists-stepshare
8579,867643,2650,0,1,grounder_dcrm_qurm_strips-sat-x-1,13,7,9397,forall
5085,215764,1032,0,1,grounder_dcrm_qurm_truck-1,15,7,9667,exists
4,761,6,3,1,grounder_dcrm_qurm_pegsolitaire-sequential-002,5,5,6,forall-decide
8,8,0,0,1,grounder_dcrm_qurm_briefcase-o2,1,1,0,exists-final
24694,444309,1213,395,1,grounder_dcrm_qurm_prob1,67,12,1010,exists-lazy
38413,6845662,10653,0,1,grounder_dcrm_qurm_prob1,58,14,28275,forall
3,25,2,2,1,grounder_dcrm_qurm_tsp-2,2,2,4,exists-lazy
1,2,0,0,1,grounder_dcrm_qurm_tsp-1,1,1,0,exists-stepshare
1180,10296,78,37,1,grounder_dcrm_qurm_mprime-x-1,14,5,72,forall-decide
171,4443,26,5,1,grounder_dcrm_qurm_pathways-01,9,5,13,exists-stepshare
171,4443,26,5,1,grounder_dcrm_qurm_pathways-01,9,5,13,exists-stepshare
13547,114363,253,99,100,grounder_dcrm_qurm_pathways-03,29,8,2841,exists-final
2594,18562,50,27,28,grounder_dcrm_qurm_pathways-02,14,7,462,forall-final
18,255,14,12,1,grounder_dcrm_qurm_tsp-3,3,3,9,exists-stepshare
3,5,0,0,1,grounder_dcrm_qurm_briefcase-o1,1,1,0,forall-final
2,733,9,1,1,grounder_dcrm_qurm_problem_x,8,8,1,exists-code
1104,62378,485,530,1,grounder_dcrm_qurm_ztravel-1-2,9,8,2589,forall-prop
109,657,13,21,1,grounder_dcrm_qurm_ztravel-1-3,6,4,195,exists-prop
8,8,0,0,1,grounder_dcrm_qurm_briefcase-o2,1,1,0,forall-lazy
744,4202,64,26,1,grounder_dcrm_qurm_mprime-x-1,17,5,57,forall-lazy
190,467,11,10,11,grounder_dcrm_qurm_briefcase-o3,2,2,43,forall-final
12247,361585,635,33,34,grounder_dcrm_qurm_strips-sat-x-1,14,7,161,exists-final
1413,67413,593,159,1,grounder_dcrm_qurm_ztravel-1-2,10,8,435,forall-lazy
1049118,89621427,459373,6091,1,grounder_dcrm_qurm_grounded-strips-os-sequencedstrips-small-6,24,15,32738,exists-prop
44225,5932807,25554,0,1,grounder_dcrm_qurm_power1,25,15,0,exists-stepshare
642,38462,117,0,1,grounder_dcrm_qurm_strips-sat-x-1,17,6,8249,exists
984,76483,341,13,14,grounder_dcrm_qurm_roverprob4213,9,7,36,forall-final
89,1003,19,0,1,grounder_dcrm_qurm_network1new_all_6_2_instance,5,3,2366,forall
127,964,17,7,1,grounder_dcrm_qurm_network1new_all_6_2_instance,5,3,7,exists-stepshare
227,1757,25,9,10,grounder_dcrm_qurm_network1new_all_6_2_instance,5,3,112,forall-final
2,32,2,0,1,grounder_dcrm_qurm_instance_2_3,1,1,0,exists-code
931,11968,68,40,1,grounder_dcrm_qurm_pathways-02,34,7,78,forall-decide
661,104686,371,32,1,grounder_dcrm_qurm_roverprob1234,10,9,122,exists-decide
3,45,2,0,1,grounder_dcrm_qurm_instance_2_2,2,1,0,exists-code
3,45,2,0,1,grounder_dcrm_qurm_instance_2_2,2,1,0,forall-lazy
3729,48305,140,66,1,grounder_dcrm_qurm_prob1,26,5,165,exists-stepshare
1838,89923,254,0,1,grounder_dcrm_qurm_pathways-01,35,9,146,exists
30312,4219211,12424,192,1,grounder_dcrm_qurm_strips-sat-x-1,11,10,2537,forall-lazy
7602,217177,384,227,1,grounder_dcrm_qurm_mprime-x-2,26,5,407,forall-code
30,65,1,0,1,grounder_dcrm_qurm_strips-movie-x-2,7,2,0,forall-lazy
35,70,1,0,1,grounder_dcrm_qurm_strips-movie-x-3,7,2,1,forall
4763162,636126547,3169867,0,1,grounder_dcrm_qurm_strips-gripper-x-3,23,15,1013,forall
1,2,0,0,1,grounder_dcrm_qurm_tsp-1,1,1,0,exists-decide
3,45,2,0,1,grounder_dcrm_qurm_instance_2_2,2,1,0,forall-final
501,2483,43,17,1,grounder_dcrm_qurm_mprime-x-1,13,4,39,exists-stepshare
5703,307108,1270,307,1,grounder_dcrm_qurm_truck-1,14,7,659,exists-lazy
6505,1079784,4045,54,1,grounder_dcrm_qurm_pfile03,7,7,508,exists-decide
38,2472,33,0,1,grounder_dcrm_qurm_grounded-strips-psr-s2-n1-l2-f50,9,7,0,exists-lazy
862,7479,41,17,1,grounder_dcrm_qurm_pathways-02,21,7,17,exists-code
861,7480,41,17,1,grounder_dcrm_qurm_pathways-02,21,7,34,exists-stepshare
2,32,2,0,1,grounder_dcrm_qurm_instance_2_3,1,1,2,forall
96268,14689772,18807,705,1,grounder_dcrm_qurm_grounded-truck-3,23,10,917,exists-code
816604,68362637,361389,4814,1,grounder_dcrm_qurm_grounded-strips-os-sequencedstrips-small-4,24,15,5392,exists-code
812900,22690546,22880,2395,2396,grounder_dcrm_qurm_prob1,55,14,159651,forall-final
44644,3803780,24676,817,1,grounder_dcrm_qurm_strips-gripper-x-3,23,8,1245,exists-code
682,53963,257,26,1,grounder_dcrm_qurm_roverprob4213,9,7,162,exists-stepshare
53760,1030587,1432,360,361,grounder_dcrm_qurm_prob1,18,7,5212,forall-final
30,1346,17,6,7,grounder_dcrm_qurm_pegsolitaire-sequential-002,5,5,12,forall-final
1798,37720,337,0,1,grounder_dcrm_qurm_strips-log-x-1,56,6,16818,exists
17022,267623,668,239,1,grounder_dcrm_qurm_prob1,40,9,784,exists-stepshare
17099,833528,2558,58,1,grounder_dcrm_qurm_pegsolitaire-sequential-014,9,9,87,exists-stepshare
613,6273,29,128,1,grounder_dcrm_qurm_pathways-02,28,7,599,forall-prop
21,276,16,13,1,grounder_dcrm_qurm_tsp-3,3,3,28,exists-lazy
546,6176,43,32,1,grounder_dcrm_qurm_pathways-01,12,5,63,forall-decide
26228,3082316,6895,0,1,grounder_dcrm_qurm_grounded-truck-1,13,11,6870,forall
892488,80252393,411761,2661,1,grounder_dcrm_qurm_grounded-strips-os-sequencedstrips-small-6,24,15,5702,exists-stepshare
2239630,209870114,992873,0,1,grounder_dcrm_qurm_grounded-strips-os-sequencedstrips-small-4,24,17,3140,exists
6,138,6,0,1,grounder_dcrm_qurm_tsp-3,3,3,24,exists
127,964,17,7,1,grounder_dcrm_qurm_network1new_all_6_2_instance,5,3,7,exists-stepshare
1,2,0,0,1,grounder_dcrm_qurm_tsp-1,1,1,0,exists-stepshare
4208,106298,655,47,48,grounder_dcrm_qurm_ztravel-1-2,10,8,224,forall-final
5618,70348,152,76,1,grounder_dcrm_qurm_mprime-x-2,23,4,218,exists-lazy
16394,892900,2391,849,1,grounder_dcrm_qurm_prob1,52,10,1659,forall-decide
8062,481343,680,352,1,grounder_dcrm_qurm_mprime-x-2,28,5,638,forall-decide
34404,5773141,27125,0,1,grounder_dcrm_qurm_power1,22,15,0,exists-decide
2056,8670,70,17,18,grounder_dcrm_qurm_mprime-x-1,11,5,186,exists-final
503,26999,164,19,1,grounder_dcrm_qurm_roverprob3726,17,8,112,exists-stepshare
52,1106,22,12,1,grounder_dcrm_qurm_name,4,4,17,exists-decide
12,593,9,1,1,grounder_dcrm_qurm_printjob,8,8,1,exists-stepshare
2,32,2,0,1,grounder_dcrm_qurm_instance_2_1,1,1,0,forall-lazy
12,593,9,1,1,grounder_dcrm_qurm_printjob,8,8,1,exists-code
18,208,10,7,1,grounder_dcrm_qurm_tsp-3,3,3,7,exists-decide
3,5,0,0,1,grounder_dcrm_qurm_briefcase-o1,1,1,0,exists-code
908426,49134559,101127,4982,4983,grounder_dcrm_qurm_truck-2,17,14,141243,exists-final
65179,4587427,13090,430,431,grounder_dcrm_qurm_grounded-truck-1,13,11,8345,exists-final
73117,5733885,14368,1510,1,grounder_dcrm_qurm_truck-2,17,10,3026,exists-stepshare
32,3228,27,0,1,grounder_dcrm_qurm_grounded-strips-psr-s7-n1-l3-f70,13,7,0,exists-stepshare
26,1251,14,6,1,grounder_dcrm_qurm_pegsolitaire-sequential-002,5,5,6,exists-code
46654,4695843,4640,0,1,grounder_dcrm_qurm_original,10,6,718624,forall
256639,2779669,3888,1203,1204,grounder_dcrm_qurm_strips-log-x-1,42,9,45268,forall-final
453,7684,36,15,1,grounder_dcrm_qurm_pathways-02,25,7,32,forall-lazy
666,7146,48,36,1,grounder_dcrm_qurm_pathways-01,12,5,71,forall-decide
39754,4689614,11152,1766,1,grounder_dcrm_qurm_truck-2,18,10,2678,exists-decide
926817,86380578,427999,5044,1,grounder_dcrm_qurm_grounded-strips-os-sequencedstrips-small-4,24,15,12228,exists-lazy
82853,14189671,58379,0,1,grounder_dcrm_qurm_power1,24,16,0,exists-code
2,32,2,0,1,grounder_dcrm_qurm_instance_2_1,1,1,0,forall-final
350,11007,71,29,1,grounder_dcrm_qurm_printjob,22,11,59,forall-decide
6475,728764,2839,45,1,grounder_dcrm_qurm_pfile03,7,7,954,exists-stepshare
9177,270707,806,2517,1,grounder_dcrm_qurm_prob1,38,10,30321,forall-prop
317,4655,62,148,1,grounder_dcrm_qurm_ztravel-1-3,7,6,976,forall-prop
250,7111,46,254,1,grounder_dcrm_qurm_ztravel-2-4,10,4,1170,exists-prop
72,3594,22,0,1,grounder_dcrm_qurm_grounded-strips-psr-s5-n1-l3-f30,16,7,0,exists-stepshare
1,2,0,0,1,grounder_dcrm_qurm_tsp-1,1,1,0,exists-prop
442,15049,164,42,1,grounder_dcrm_qurm_name,10,10,138,forall-decide
135,814,19,2,1,grounder_dcrm_qurm_ztravel-1-3,6,4,9,exists-stepshare
24,3755,16,0,1,grounder_dcrm_qurm_problem_x,17,9,1418,exists
10173,2476620,7099,222,1,grounder_dcrm_qurm_strips-sat-x-1,11,10,1680,forall-decide
441,15355,165,57,1,grounder_dcrm_qurm_name,10,10,184,exists-lazy
7602,217177,384,227,1,grounder_dcrm_qurm_mprime-x-2,26,5,544,forall-lazy
16507,2334167,8471,0,1,grounder_dcrm_qurm_pfile01,9,9,0,exists-final
3,45,2,0,1,grounder_dcrm_qurm_instance_2_2,2,1,0,exists-stepshare
1767,123597,1160,222,1,grounder_dcrm_qurm_strips-gripper-x-2,17,6,393,exists-decide
34967,670310,1350,524,1,grounder_dcrm_qurm_prob1,37,10,1140,forall-lazy
75220,15097586,60677,2,1,grounder_dcrm_qurm_power1,24,16,3,exists-decide
1766,63377,634,0,1,grounder_dcrm_qurm_strips-gripper-x-1,11,7,317,forall
2342,262505,343,0,1,grounder_dcrm_qurm_mprime-x-2,23,5,167365,forall
2348,198715,716,61,1,grounder_dcrm_qurm_grounded-truck-1,14,7,84,exists-stepshare
2,33,1,0,1,grounder_dcrm_qurm_instance_2_2,2,1,0,forall-decide
77,4737,61,2,1,grounder_dcrm_qurm_grounded-strips-psr-s2-n1-l2-f50,9,8,2,forall-code
1106,32291,236,42,43,grounder_dcrm_qurm_name,10,10,312,forall-final
7192,105250,378,115,1,grounder_dcrm_qurm_pathways-01,35,9,121,exists-code
2,32,2,0,1,grounder_dcrm_qurm_instance_2_3,1,1,1,forall-prop
1,2,0,0,1,grounder_dcrm_qurm_tsp-1,1,1,0,exists
703,59322,319,0,1,grounder_dcrm_qurm_roverprob4213,9,7,3011,forall
18963,3682632,7338,20,1,grounder_dcrm_qurm_strips-sat-x-1,17,9,1562,exists-lazy
822,113563,438,32,1,grounder_dcrm_qurm_roverprob1234,10,9,296,exists-lazy
30652,669912,1263,412,1,grounder_dcrm_qurm_prob1,70,12,1522,exists-stepshare
7311,476786,961,153,1,grounder_dcrm_qurm_strips-sat-x-1,15,7,427,forall-code
61,1096,25,14,1,grounder_dcrm_qurm_name,4,4,42,exists-lazy
19167,2941500,10065,40,1,grounder_dcrm_qurm_pfile01,9,9,1069,exists-stepshare
32615,3679320,24780,761,1,grounder_dcrm_qurm_strips-gripper-x-3,24,8,1241,exists-decide
30,65,1,0,1,grounder_dcrm_qurm_strips-movie-x-2,7,2,0,exists-decide
25,60,1,0,1,grounder_dcrm_qurm_strips-movie-x-1,7,2,0,forall-lazy
3208,245330,314,0,1,grounder_dcrm_qurm_original,11,5,707880,exists
70,1211,17,8,9,grounder_dcrm_qurm_name,4,4,32,forall-final
1147,72997,279,0,1,grounder_dcrm_qurm_strips-sat-x-1,11,7,57,exists-stepshare
19,1432,18,0,1,grounder_dcrm_qurm_grounded-strips-psr-s2-n1-l2-f50,9,7,0,exists-decide
1406,126309,462,17,18,grounder_dcrm_qurm_roverprob1234,11,9,104,exists-final
1,2,0,0,1,grounder_dcrm_qurm_tsp-1,1,1,0,exists-code
891422,50528600,97645,4536,4537,grounder_dcrm_qurm_truck-2,17,14,128949,forall-final
162057,18609698,36321,2132,1,grounder_dcrm_qurm_grounded-truck-2,17,14,3726,forall-lazy
289249,3036362,5128,1469,1470,grounder_dcrm_qurm_strips-log-x-1,42,9,35264,exists-final
3376,11931,60,25,1,grounder_dcrm_qurm_mprime-x-3,20,3,60,exists-lazy
77,6392,54,6,7,grounder_dcrm_qurm_grounded-strips-psr-s7-n1-l3-f70,12,8,14,exists-final
36,1590,16,3,1,grounder_dcrm_qurm_printjob,15,9,3,exists-decide
3040,21410,120,335,1,grounder_dcrm_qurm_strips-log-x-1,59,6,5442,exists-prop
2882,43503,140,57,1,grounder_dcrm_qurm_prob1,26,5,76,exists-code
30,65,1,0,1,grounder_dcrm_qurm_strips-movie-x-2,7,2,0,exists-stepshare
25,60,1,0,1,grounder_dcrm_qurm_strips-movie-x-1,7,2,0,exists-lazy
18006,837912,2418,99,1,grounder_dcrm_qurm_pegsolitaire-sequential-011,9,9,194,exists-stepshare
8,8,0,0,1,grounder_dcrm_qurm_briefcase-o2,1,1,0,exists-code
141,833,17,0,1,grounder_dcrm_qurm_ztravel-1-3,6,4,0,exists-final
320,22088,121,472,1,grounder_dcrm_qurm_roverprob3726,18,8,4522,exists-prop
135,814,19,2,1,grounder_dcrm_qurm_ztravel-1-3,6,4,10,exists-lazy
6,137,6,0,1,grounder_dcrm_qurm_tsp-3,3,3,24,forall
27,1910,14,2,1,grounder_dcrm_qurm_printjob,15,9,4,forall-decide
34,220,7,7,1,grounder_dcrm_qurm_briefcase-o3,2,2,3,exists-stepshare
7293,496462,1754,485,1,grounder_dcrm_qurm_truck-1,15,8,756,exists-decide
7,611,7,0,1,grounder_dcrm_qurm_name,4,4,36,forall
56273,6084872,10530,0,1,grounder_dcrm_qurm_truck-3,21,9,37689,exists
1147,72997,279,0,1,grounder_dcrm_qurm_strips-sat-x-1,11,7,57,exists-stepshare
3,45,2,0,1,grounder_dcrm_qurm_instance_2_2,2,1,0,exists-final
135,814,19,2,1,grounder_dcrm_qurm_ztravel-1-3,6,4,9,exists-stepshare
13114,854076,2552,0,1,grounder_dcrm_qurm_truck-2,18,8,14811,exists
171,4443,26,5,1,grounder_dcrm_qurm_pathways-01,9,5,10,forall-lazy
1164,99732,388,0,1,grounder_dcrm_qurm_strips-sat-x-1,12,7,885,exists
64584,4617042,11906,0,1,grounder_dcrm_qurm_truck-1,13,11,15177,forall
6,454,7,0,1,grounder_dcrm_qurm_printjob,8,8,79,exists
7097,833567,3118,47,1,grounder_dcrm_qurm_pfile02,7,7,816,forall-code
94,5736,69,0,1,grounder_dcrm_qurm_grounded-strips-psr-s2-n1-l2-f50,8,8,56,forall
1315,71994,604,0,1,grounder_dcrm_qurm_ztravel-1-2,10,8,576,forall
4124,96839,969,196,197,grounder_dcrm_qurm_strips-gripper-x-1,11,7,1901,forall-final
178,14528,91,8,1,grounder_dcrm_qurm_grounded-strips-psr-s5-n1-l3-f30,15,8,11,forall-lazy
105,2047,38,25,1,grounder_dcrm_qurm_strips-gripper-x-1,12,4,17,exists-stepshare
1114983,108411828,547650,4676,1,grounder_dcrm_qurm_grounded-strips-os-sequencedstrips-small-6,24,15,5301,exists-code
1587,13678,55,0,1,grounder_dcrm_qurm_mprime-x-3,20,4,72175,forall
35,70,1,0,1,grounder_dcrm_qurm_strips-movie-x-3,7,2,0,forall-final
105,2047,38,25,1,grounder_dcrm_qurm_strips-gripper-x-1,12,4,43,exists-code
52,4760,34,0,1,grounder_dcrm_qurm_grounded-strips-psr-s5-n1-l3-f30,16,7,126,exists
4625,251622,1013,263,1,grounder_dcrm_qurm_truck-1,13,7,542,exists-stepshare
18,255,14,12,1,grounder_dcrm_qurm_tsp-3,3,3,9,exists-stepshare
281,2739,28,17,1,grounder_dcrm_qurm_dlog-2-2-4,15,5,35,exists-stepshare
99183,13219913,24185,16729,1,grounder_dcrm_qurm_grounded-truck-2,17,14,57011,forall-prop
2,32,2,0,1,grounder_dcrm_qurm_instance_2_1,1,1,0,exists-code
88784,13147054,52825,21,22,grounder_dcrm_qurm_power1,16,16,96,forall-final
3,25,2,2,1,grounder_dcrm_qurm_tsp-2,2,2,1,exists-stepshare
25,1225,13,4,1,grounder_dcrm_qurm_pegsolitaire-sequential-002,5,5,5,exists-stepshare
408,4664,29,99,1,grounder_dcrm_qurm_pathways-02,29,7,398,exists-prop
1804,234361,831,125,1,grounder_dcrm_qurm_grounded-truck-1,15,8,190,exists-decide
9313,740991,4011,0,1,grounder_dcrm_qurm_pfile03,7,7,2145,exists
21186,2680394,10017,51,1,grounder_dcrm_qurm_pfile01,9,9,637,exists-code
25,60,1,0,1,grounder_dcrm_qurm_strips-movie-x-1,7,2,0,forall-code
2578,97739,373,31,32,grounder_dcrm_qurm_roverprob3726,16,8,97,exists-final
67063,12697129,15797,480,1,grounder_dcrm_qurm_grounded-truck-3,23,10,997,exists-stepshare
1406,126309,462,17,18,grounder_dcrm_qurm_roverprob1234,11,9,110,forall-final
54150,9643243,41215,313,1,grounder_dcrm_qurm_power1,16,16,580,forall-decide
114,2816,19,0,1,grounder_dcrm_qurm_pathways-01,7,5,953,forall
35,70,1,0,1,grounder_dcrm_qurm_strips-movie-x-3,7,2,1,exists-prop
19,3004,18,0,1,grounder_dcrm_qurm_grounded-strips-psr-s5-n1-l3-f30,16,7,0,exists-decide
2660,69118,392,0,1,grounder_dcrm_qurm_network1new_all_8_3_instance,11,6,5744,forall
501,2483,43,17,1,grounder_dcrm_qurm_mprime-x-1,13,4,22,exists-code
426,13838,134,40,1,grounder_dcrm_qurm_name,10,10,131,exists-stepshare
82853,14189671,58379,0,1,grounder_dcrm_qurm_power1,24,16,0,exists-stepshare
25,60,1,0,1,grounder_dcrm_qurm_strips-movie-x-1,7,2,0,exists-code
379,18198,78,39,1,grounder_dcrm_qurm_pathways-03,20,8,88,exists-lazy
1237,30161,299,155,1,grounder_dcrm_qurm_dlog-2-2-4,19,7,256,forall-code
5430,280798,798,781,1,grounder_dcrm_qurm_pegsolitaire-sequential-014,9,9,7586,exists-prop
368,21810,174,224,1,grounder_dcrm_qurm_name,10,10,453,exists-prop
12,675,10,36,1,grounder_dcrm_qurm_name,4,4,93,forall-prop
4303,25432,112,43,1,grounder_dcrm_qurm_mprime-x-3,20,4,160,forall-lazy
3488,15746,57,25,1,grounder_dcrm_qurm_mprime-x-3,23,3,28,exists-stepshare
406749,58957321,294198,4850,1,grounder_dcrm_qurm_grounded-strips-os-sequencedstrips-small-6,24,15,5975,exists-decide
64,795,12,29,1,grounder_dcrm_qurm_network1new_all_6_2_instance,5,3,278,forall-prop
503,26999,164,19,1,grounder_dcrm_qurm_roverprob3726,17,8,112,exists-stepshare
105,2047,38,25,1,grounder_dcrm_qurm_strips-gripper-x-1,12,4,17,exists-stepshare
345,3655,69,28,1,grounder_dcrm_qurm_dlog-2-2-4,20,5,58,exists-lazy
239785,9781215,26510,2225,2226,grounder_dcrm_qurm_truck-1,14,11,39331,exists-final
104666,8478129,54653,0,1,grounder_dcrm_qurm_strips-gripper-x-2,17,11,617,forall
32,222,6,14,1,grounder_dcrm_qurm_briefcase-o3,2,2,120,forall-prop
822,113563,438,32,1,grounder_dcrm_qurm_roverprob1234,10,9,119,exists-code
362,2892,46,27,1,grounder_dcrm_qurm_dlog-2-2-4,16,5,31,exists-decide
32524,3976985,9226,495,1,grounder_dcrm_qurm_grounded-truck-2,18,10,646,exists-code
127,964,17,7,1,grounder_dcrm_qurm_network1new_all_6_2_instance,5,3,16,exists-lazy
1,2,0,0,1,grounder_dcrm_qurm_tsp-1,1,1,0,forall
138,3408,42,192,1,grounder_dcrm_qurm_ztravel-1-2,12,6,714,exists-prop
70,5132,46,5,1,grounder_dcrm_qurm_grounded-strips-psr-s7-n1-l3-f70,13,8,5,forall-decide
4320,76583,563,905,1,grounder_dcrm_qurm_network1new_all_8_3_instance,9,6,8541,exists-prop
17022,267623,668,239,1,grounder_dcrm_qurm_prob1,40,9,784,exists-stepshare
3,5,0,0,1,grounder_dcrm_qurm_briefcase-o1,1,1,0,exists-decide
105165,9455416,58253,1286,1,grounder_dcrm_qurm_strips-gripper-x-2,17,11,2121,forall-code
224,10663,70,7,8,grounder_dcrm_qurm_grounded-strips-psr-s5-n1-l3-f30,14,8,23,forall-final
32876,1687370,4476,212,1,grounder_dcrm_qurm_pegsolitaire-sequential-011,9,9,428,forall-code
82853,14189671,58379,0,1,grounder_dcrm_qurm_power1,24,16,0,exists-stepshare
2205,10783,69,21,22,grounder_dcrm_qurm_mprime-x-1,13,5,299,forall-final
379,18198,78,39,1,grounder_dcrm_qurm_pathways-03,20,8,100,forall-lazy
6251,45703,253,156,1,grounder_dcrm_qurm_strips-log-x-1,46,6,190,exists-code
2487,220744,769,105,1,grounder_dcrm_qurm_grounded-truck-1,14,7,147,exists-code
12517,269385,764,2913,1,grounder_dcrm_qurm_prob1,64,12,29451,exists-prop
26,1252,14,6,1,grounder_dcrm_qurm_pegsolitaire-sequential-002,5,5,12,forall-lazy
40136,3906942,23851,0,1,grounder_dcrm_qurm_strips-gripper-x-3,24,8,821,exists
85699,4103608,9269,2345,1,grounder_dcrm_qurm_prob1,60,14,4719,forall-lazy
1255,20786,86,573,1,grounder_dcrm_qurm_prob1,25,5,5872,exists-prop
453,7684,36,15,1,grounder_dcrm_qurm_pathways-02,25,7,30,forall-code
244,17067,66,267,1,grounder_dcrm_qurm_pathways-03,18,8,1191,forall-prop
8089,159290,520,167,1,grounder_dcrm_qurm_pathways-01,28,9,187,exists-decide
441,15355,165,57,1,grounder_dcrm_qurm_name,10,10,170,forall-code
35,70,1,0,1,grounder_dcrm_qurm_strips-movie-x-3,7,2,0,exists-decide
100,4461,33,40,1,grounder_dcrm_qurm_dlog-2-2-4,16,5,552,exists-prop
131,11343,36,0,1,grounder_dcrm_qurm_pathways-03,19,8,1413,forall
76710,1113291,832,302,303,grounder_dcrm_qurm_mprime-x-2,18,5,11218,forall-final
2,733,9,1,1,grounder_dcrm_qurm_problem_x,8,8,2,exists-lazy
6577,270379,1373,0,1,grounder_dcrm_qurm_strips-log-x-1,51,9,20994,forall
23219,325205,480,156,157,grounder_dcrm_qurm_prob1,20,6,1729,exists-final
8023,925373,3523,65,1,grounder_dcrm_qurm_pfile03,7,7,1432,forall-lazy
3653,147901,1215,639,1,grounder_dcrm_qurm_network1new_all_6_4_instance,12,6,5113,exists-prop
3,5,0,0,1,grounder_dcrm_qurm_briefcase-o1,1,1,0,forall-code
35,70,1,0,1,grounder_dcrm_qurm_strips-movie-x-3,7,2,0,exists-code
35,70,1,0,1,grounder_dcrm_qurm_strips-movie-x-3,7,2,0,forall-lazy
