decisions,propagations,conflicts,user-propagations,final-checks,problem,length,steps,mutexes,propagator
497,16298,91,38,1,grounder_dcrm_qurm_pathways-03,19,8,54,exists-stepshare
30652,669912,1263,412,1,grounder_dcrm_qurm_prob1,70,12,1522,exists-stepshare
2,32,2,0,1,grounder_dcrm_qurm_instance_2_3,1,1,0,forall-lazy
21,276,16,13,1,grounder_dcrm_qurm_tsp-3,3,3,13,exists-code
4709,84848,261,1385,1,grounder_dcrm_qurm_prob1,46,9,14699,exists-prop
3,5,0,0,1,grounder_dcrm_qurm_briefcase-o1,1,1,0,forall-decide
2,23,1,0,1,grounder_dcrm_qurm_instance_2_1,1,1,0,forall-decide
72,3594,22,0,1,grounder_dcrm_qurm_grounded-strips-psr-s5-n1-l3-f30,16,7,0,exists-code
46,3071,19,5,1,grounder_dcrm_qurm_problem_x,9,9,21,exists-stepshare
521,43843,219,20,1,grounder_dcrm_qurm_roverprob4213,9,7,97,exists-code
30,65,1,0,1,grounder_dcrm_qurm_strips-movie-x-2,7,2,0,forall-final
34,218,7,7,1,grounder_dcrm_qurm_briefcase-o3,2,2,7,exists-code
1,7,0,0,1,grounder_dcrm_qurm_briefcase-o1,1,1,14,forall
372069,41975160,88916,1090,1091,grounder_dcrm_qurm_grounded-truck-2,17,14,29302,exists-final
1085,12818,64,40,1,grounder_dcrm_qurm_pathways-02,31,7,77,forall-decide
366568,34803855,64444,41675,1,grounder_dcrm_qurm_truck-2,17,14,175707,forall-prop
3,45,2,0,1,grounder_dcrm_qurm_instance_2_2,2,1,2,exists
861,7480,41,17,1,grounder_dcrm_qurm_pathways-02,21,7,34,exists-stepshare
13705,709924,1904,1056,1,grounder_dcrm_qurm_pegsolitaire-sequential-011,9,9,12055,exists-prop
46786,4562932,27878,625,1,grounder_dcrm_qurm_strips-gripper-x-3,24,8,809,exists-stepshare
8,8,0,0,1,grounder_dcrm_qurm_briefcase-o2,1,1,0,forall-code
822,113563,438,32,1,grounder_dcrm_qurm_roverprob1234,10,9,238,forall-code
585,4892,34,23,1,grounder_dcrm_qurm_pathways-01,8,5,23,exists-decide
6809,713657,2727,302,1,grounder_dcrm_qurm_name,23,23,874,forall-decide
44,2764,21,0,1,grounder_dcrm_qurm_printjob,22,11,463,forall
960,18537,145,31,1,grounder_dcrm_qurm_ztravel-2-4,14,5,113,forall-code
381,18059,77,36,1,grounder_dcrm_qurm_pathways-03,20,8,37,exists-stepshare
7511,123495,505,149,1,grounder_dcrm_qurm_pathways-01,27,9,404,exists-stepshare
6,732,10,1,1,grounder_dcrm_qurm_problem_x,8,8,3,forall-lazy
883,12009,61,0,1,grounder_dcrm_qurm_prob1,25,5,17141,exists
10,2288,11,15,1,grounder_dcrm_qurm_problem_x,9,9,330,exists-prop
3688,88886,615,250,1,grounder_dcrm_qurm_network1new_all_8_3_instance,10,6,523,exists-stepshare
2425,89628,767,124,1,grounder_dcrm_qurm_network1new_all_6_4_instance,12,6,225,exists-stepshare
870045,82294469,412207,4527,1,grounder_dcrm_qurm_grounded-strips-os-sequencedstrips-small-5,24,15,5127,exists-code
2360,44027,314,126,1,grounder_dcrm_qurm_network1new_all_8_3_instance,11,6,129,exists-code
499213,43852038,89916,7318,1,grounder_dcrm_qurm_truck-2,17,14,10947,forall-code
1154,4963,76,34,1,grounder_dcrm_qurm_mprime-x-1,14,5,132,forall-stepshare
642,15819,134,64,1,grounder_dcrm_qurm_dlog-2-2-4,21,7,293,forall-stepshare
75977,4998759,13606,1592,1,grounder_dcrm_qurm_truck-1,13,11,6649,forall-stepshare
2,32,2,0,1,grounder_dcrm_qurm_instance_2_3,1,1,0,forall-stepshare
451,25992,153,14,1,grounder_dcrm_qurm_roverprob3726,18,8,191,forall-stepshare
5927,34690,132,55,1,grounder_dcrm_qurm_mprime-x-3,18,4,197,forall-stepshare
34,220,7,7,1,grounder_dcrm_qurm_briefcase-o3,2,2,17,forall-stepshare
36,1590,16,3,1,grounder_dcrm_qurm_printjob,15,9,12,forall-stepshare
25,1225,13,4,1,grounder_dcrm_qurm_pegsolitaire-sequential-002,5,5,13,forall-stepshare
229628,43446933,159252,409,1,grounder_dcrm_qurm_power1,19,19,2030,forall-stepshare
8,8,0,0,1,grounder_dcrm_qurm_briefcase-o2,1,1,0,forall-stepshare
35,621,14,7,1,grounder_dcrm_qurm_name,4,4,26,forall-stepshare
51,10033,29,2,1,grounder_dcrm_qurm_problem_x,17,9,19,forall-stepshare
1765,66092,602,126,1,grounder_dcrm_qurm_network1new_all_6_4_instance,12,6,481,forall-stepshare
682,53963,257,26,1,grounder_dcrm_qurm_roverprob4213,9,7,392,forall-stepshare
554,9326,107,20,1,grounder_dcrm_qurm_ztravel-1-3,7,6,159,forall-stepshare
66,6236,54,3,1,grounder_dcrm_qurm_grounded-strips-psr-s7-n1-l3-f70,12,8,11,forall-stepshare
4338,150855,267,144,1,grounder_dcrm_qurm_mprime-x-2,24,5,492,forall-stepshare
28996,2447759,6514,420,1,grounder_dcrm_qurm_grounded-truck-1,13,11,1886,forall-stepshare
19167,2941500,10065,40,1,grounder_dcrm_qurm_pfile01,9,9,2155,forall-stepshare
85016,4783378,11286,2013,1,grounder_dcrm_qurm_prob1,55,14,8863,forall-stepshare
12,593,9,1,1,grounder_dcrm_qurm_printjob,8,8,3,forall-stepshare
18,255,14,12,1,grounder_dcrm_qurm_tsp-3,3,3,33,forall-stepshare
8501,99872,379,99,1,grounder_dcrm_qurm_pathways-01,32,9,510,forall-stepshare
176,14448,89,6,1,grounder_dcrm_qurm_grounded-strips-psr-s5-n1-l3-f30,15,8,29,forall-stepshare
1922,56523,642,142,1,grounder_dcrm_qurm_strips-gripper-x-1,11,7,389,forall-stepshare
333919,11395489,13812,10124,1,grounder_dcrm_qurm_original,11,6,42485,forall-stepshare
77,4737,61,2,1,grounder_dcrm_qurm_grounded-strips-psr-s2-n1-l2-f50,9,8,9,forall-stepshare
37538,571550,2153,867,1,grounder_dcrm_qurm_strips-log-x-1,51,9,3817,forall-stepshare
188,2221,16,3,1,grounder_dcrm_qurm_pathways-01,9,5,14,forall-stepshare
9377,239952,972,340,1,grounder_dcrm_qurm_prob1,19,7,1230,forall-stepshare
426,13838,134,40,1,grounder_dcrm_qurm_name,10,10,267,forall-stepshare
862,7479,41,17,1,grounder_dcrm_qurm_pathways-02,21,7,68,forall-stepshare
25,60,1,0,1,grounder_dcrm_qurm_strips-movie-x-1,7,2,0,forall-stepshare
1637926,475398332,771677,1354,1,grounder_dcrm_qurm_strips-sat-x-1,17,15,36891,forall-stepshare
497,16298,91,38,1,grounder_dcrm_qurm_pathways-03,19,8,132,forall-stepshare
377,18053,77,36,1,grounder_dcrm_qurm_pathways-03,20,8,109,forall-stepshare
66555,9392057,40066,294,1,grounder_dcrm_qurm_power1,16,16,1289,forall-stepshare
29,3203,21,5,1,grounder_dcrm_qurm_problem_x,9,9,35,forall-stepshare
199,6274,45,13,1,grounder_dcrm_qurm_printjob,22,11,77,forall-stepshare
4990,487523,2017,37,1,grounder_dcrm_qurm_pfile02,7,7,1602,forall-stepshare
8441,380521,685,75,1,grounder_dcrm_qurm_strips-sat-x-1,14,7,938,forall-stepshare
171,4443,26,5,1,grounder_dcrm_qurm_pathways-01,9,5,23,forall-stepshare
431784,33023637,67774,5487,1,grounder_dcrm_qurm_truck-2,17,14,24858,forall-stepshare
6,732,10,1,1,grounder_dcrm_qurm_problem_x,8,8,8,forall-stepshare
1,2,0,0,1,grounder_dcrm_qurm_tsp-1,1,1,0,forall-stepshare
989,18900,147,29,1,grounder_dcrm_qurm_ztravel-2-4,14,5,226,forall-stepshare
18006,837912,2418,99,1,grounder_dcrm_qurm_pegsolitaire-sequential-011,9,9,396,forall-stepshare
3,25,2,2,1,grounder_dcrm_qurm_tsp-2,2,2,5,forall-stepshare
820,106223,406,22,1,grounder_dcrm_qurm_roverprob1234,11,9,468,forall-stepshare
453,7684,36,15,1,grounder_dcrm_qurm_pathways-02,25,7,79,forall-stepshare
17099,833528,2558,58,1,grounder_dcrm_qurm_pegsolitaire-sequential-014,9,9,203,forall-stepshare
127,964,17,7,1,grounder_dcrm_qurm_network1new_all_6_2_instance,5,3,27,forall-stepshare
6515,729635,2840,45,1,grounder_dcrm_qurm_pfile03,7,7,2046,forall-stepshare
3,5,0,0,1,grounder_dcrm_qurm_briefcase-o1,1,1,0,forall-stepshare
30816,597667,1546,471,1,grounder_dcrm_qurm_prob1,40,10,2124,forall-stepshare
1878,78238,673,123,1,grounder_dcrm_qurm_ztravel-1-2,10,8,767,forall-stepshare
133830,15842350,30569,1348,1,grounder_dcrm_qurm_grounded-truck-2,17,14,6771,forall-stepshare
89447,7333103,43181,807,1,grounder_dcrm_qurm_strips-gripper-x-2,17,11,2476,forall-stepshare
30,65,1,0,1,grounder_dcrm_qurm_strips-movie-x-2,7,2,0,forall-stepshare
35,70,1,0,1,grounder_dcrm_qurm_strips-movie-x-3,7,2,0,forall-stepshare
2,32,2,0,1,grounder_dcrm_qurm_instance_2_1,1,1,0,forall-stepshare
3,45,2,0,1,grounder_dcrm_qurm_instance_2_2,2,1,0,forall-stepshare
19727,2423942,7203,105,1,grounder_dcrm_qurm_strips-sat-x-1,11,10,2590,forall-stepshare
6862,658210,2580,241,1,grounder_dcrm_qurm_name,23,23,1779,forall-stepshare
3762,90718,622,255,1,grounder_dcrm_qurm_network1new_all_8_3_instance,10,6,1071,forall-stepshare
